R1_Ia,R1_Ib,R1_Ic,R1_I0,R1_I1,R1_I2,R1_Ia_ang,R1_Ib_ang,R1_Ic_ang,R2_Ia,R2_Ib,R2_Ic,R2_I0,R2_I1,R2_I2,R2_Ia_ang,R2_Ib_ang,R2_Ic_ang,VA_a,VA_b,VA_c,VA_V0,VA_V2,VB_a,VB_b,VB_c,VB_V0,VB_V2,fault,fault_type,zone,distance_km,Rf,load_factor,correct_relay,t_R1,t_R2,coordinated
2430.5502459538557,2432.3540564483205,2432.685589974386,0.669077144186053,2431.8632202993717,0.8988824177401465,-115.98150448323997,124.05171556039471,4.045593636907921,1121.1158289222328,1120.931316366339,1120.9554972443254,0.7033926839389867,1121.0004279955447,0.7261062009439715,-176.53110985209787,63.57287998269047,-56.41727387612458,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,AG,1,37.5,0.01,1.0,R1,0.46655519717941674,-1.0,True
2434.2162502852966,2434.2612181965346,2432.6855905741804,4.681736310914887e-07,2433.720909531692,1.0356448298433987,-115.93238491881884,124.02540710988224,4.045593655878356,1121.1086523854597,1122.942240330687,1120.9554970315573,4.147780422162718e-07,1121.668432995556,1.2768661623481408,-176.3045107950527,63.63234398697166,-56.41727386931963,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,BC,1,37.5,0.01,1.0,R1,0.41157636416682125,-1.0,True
2430.550002007953,2434.887684955086,2432.6855899680345,1.647928172935959,2432.70769442465,0.8570695114809259,-115.98150775786556,124.01677584031096,4.045593662157345,1121.1158299978072,1123.6029360288348,1120.955496134391,1.7324475802898518,1121.8904482631272,0.8059367656577783,-176.53112494203293,63.651826865555186,-56.41727384431666,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,BCG,1,37.5,0.01,1.0,R1,0.40677192147594754,-1.0,True
2430.543861335441,2433.819724523584,2432.6644017498556,1.1427129210574016e-06,2432.3422843825724,1.9183074259582151,-115.98159019638207,124.03149301759792,3.9581373660525996,1121.1158567074717,1122.4766673278446,1124.341059757323,1.2371266247816865e-06,1122.6437491765146,1.86983219121452,-176.53150464776058,63.61859889752832,-56.516462834392705,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,ABC,1,37.5,0.01,1.0,R1,0.3921749698348292,-1.0,True
2430.5438563561142,2434.9019209251537,2432.668060724615,0.657640217936449,2432.704464259664,1.8589518953642998,-115.9815902456601,124.0165797610564,3.975068328200114,1121.1158567453344,1123.617950542648,1123.6853786871861,0.6913694252019164,1122.8053061239573,1.8432713188193208,-176.53150489194059,63.652269308326396,-56.49730727834167,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,ABC,1,37.5,0.01,1.0,R1,0.3921749698348292,-1.0,True
2430.9489197481603,2432.353222969961,2432.684755930782,0.5158388950918087,2431.995579962669,0.7466172475893303,-115.9761453361832,124.05171347794776,4.045591582523116,1121.1136658259484,1120.930787537742,1120.9549670279614,0.5422953592347632,1120.9995349423855,0.567444691304356,-176.50642044527672,63.57287035662617,-56.41728350243672,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,AG,2,60.0,0.01,1.0,R2,0.7453031584739565,0.21131099367168962,True
2433.888795097212,2433.936201208259,2432.684755744606,2.816569992036893e-07,2433.5031818055295,0.8188836158030574,-115.93675627192884,124.02987361924394,4.045591569104818,1121.1080503384098,1122.5998406630868,1120.9549677735756,3.0797213282120837e-07,1121.5540406182051,1.0495214095022718,-176.32470473801848,63.62224266035269,-56.41728352258577,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,BC,2,60.0,0.01,1.0,R2,0.6048343821082596,0.17425999033941555,True
2430.948313622203,2434.397019972354,2432.684755910181,1.3056312854697096,2432.67665697838,0.6855044402082856,-115.97615346954207,124.02352208419082,4.045591633910201,1121.1136681836306,1123.0858043053695,1120.9549648939126,1.3725946276822814,1121.7175512214326,0.6239492631908392,-176.50645792599363,63.63658577009981,-56.41728344185215,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,BCG,2,60.0,0.01,1.0,R2,0.5984833548138608,0.17255644331263317,True
2430.943445427634,2433.5311010401565,2432.6676217137688,1.2553931883200797e-06,2432.3804849444236,1.5211526788038836,-115.97621876499863,124.03545948429021,3.9768426192362916,1121.1136867937648,1122.1726691316917,1123.6160632616372,8.328979559736364e-07,1122.3003376186625,1.45054301785425,-176.5067588862688,63.60962281842434,-56.49530586301573,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,ABC,2,60.0,0.01,1.0,R2,0.5699416866793575,0.1648697620503584,True
2430.9434416661265,2434.4102153253502,2432.6707640437676,0.5338743130220048,2432.6747173853655,1.4676977444358272,-115.97621883599872,124.02334025147302,3.9905698995385763,1121.1136868208955,1123.0997201274436,1123.0845518569217,0.56125553231794,1122.4319875439899,1.431285899095784,-176.5067591136276,63.636996276866654,-56.4797565621083,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,ABC,2,60.0,0.01,1.0,R2,0.5699416866793575,0.1648697620503584,True
2431.1404512029653,2432.353639602608,2432.685172467682,0.44253609305834124,2432.059711425849,0.6739363453908926,-115.97358032089066,124.05171452724343,4.045592635081452,1121.1132220180698,1120.9310514547085,1120.9552314091266,0.46523317788441326,1120.9996333161178,0.4921084725204147,-176.49460059527829,63.57287521225551,-56.417278646434596,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,AG,2,70.0,0.01,1.0,R2,0.7827084421879138,0.22097913902966385,True
2433.7245922444563,2433.7732244626986,2432.685172055406,4.6024438589176843e-07,2433.3942778545756,0.7096616729555174,-115.93895789054729,124.03212741791232,4.04559263436113,1121.1083310314377,1122.4278064605244,1120.9552320696835,2.613044756263395e-07,1121.4969282055629,0.9350587750825986,-176.3348733509564,63.61715867821416,-56.41727866584038,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,BC,2,70.0,0.01,1.0,R2,0.6292953488305749,0.1807979719199725,True
2431.139777005616,2434.1618298789767,2432.6851724485673,1.1413465674156782,2432.6622300392496,0.6036652601991103,-115.97358936579764,124.02677018155367,4.045592679663765,1121.1132244636535,1122.8376014948321,1120.9552295564279,1.1998843311305125,1121.6349056500023,0.5367131973664037,-176.49464228231778,63.6292589758855,-56.41727859387042,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,BCG,2,70.0,0.01,1.0,R2,0.622752502363643,0.1790527880232022,True
2431.1355033886225,2433.3978370483023,2432.6700475936045,4.177950799539162e-07,2432.400946621916,1.3334498497635854,-115.97364666214204,124.03730434669276,3.985686193868228,1121.1132397242845,1122.0319760199895,1123.2739422251675,6.58821346866216e-07,1122.1393699299638,1.2522164380735046,-176.49490647925649,63.60546093320174,-56.485286524584446,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,ABC,2,70.0,0.01,1.0,R2,0.5924002359606969,0.17092241703049335,True
2431.1355002345776,2434.1746169761504,2432.6728935725296,0.4716309914752945,2432.6609359334507,1.2830428873582136,-115.97364673622585,124.02659393476533,3.9978081304759607,1121.1132397557153,1122.851086229114,1122.8046304977777,0.49582019807154704,1122.2558192060292,1.2366258279891504,-176.49490666881744,63.62965697162018,-56.471548001867,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,ABC,2,70.0,0.01,1.0,R2,0.5924002359606969,0.17092241703049335,True
2431.328888832989,2432.3540564810282,2432.6855900574724,0.37042161951564423,2432.1228108298387,0.6025816134921967,-115.97105732591967,124.05171554983552,4.045593631170711,1121.112837443228,1120.9313165791766,1120.9554969948415,0.38941999474388406,1120.9997407629987,0.41860679866278805,-176.48297230842027,63.57287998954122,-56.41727386886167,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,AG,2,80.0,0.01,1.0,R2,0.820281872652481,0.23060888561747628,True
2433.557778356179,2433.607658277559,2432.685590070871,2.424930029151836e-07,2433.2836387406264,0.598741746542559,-115.9411949089014,124.0344172370412,4.045593631421452,1121.1086493576754,1122.2530477498929,1120.955497567739,2.1852481104658944e-07,1121.43891534027,0.8189133387840081,-176.3452035102847,63.61199225059233,-56.417273885020904,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,BC,2,80.0,0.01,1.0,R2,0.6535388899749244,0.18724168234177388,True
2431.328286038406,2433.929980996773,2432.685590040496,0.9794841992818828,2432.6479308442176,0.5235730564654438,-115.97106541143559,124.02997293422838,4.045593669023658,1121.1128394810264,1122.5929325115699,1120.955495418948,1.0297201519413168,1121.55343498913,0.45096398613378735,-176.48300957942214,63.622032639383264,-56.41727382419703,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,BCG,2,80.0,0.01,1.0,R2,0.6468129645788995,0.18545758373649282,True
2431.324581729433,2433.2696988642715,2432.672477919896,9.67993695182956e-07,2432.422116822401,1.1504696771124638,-115.97111512545285,124.03907866735804,3.994308993936136,1121.11285179239,1121.8966925691454,1122.940401098287,5.009320703012119e-07,1121.983065355585,1.0587471042486047,-176.48323854968962,63.60145769555727,-56.47551133621206,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,ABC,2,80.0,0.01,1.0,R2,0.614659692977635,0.17689054437447302,True
2431.3245795769126,2433.9424139272087,2432.6750034176553,0.40840234802188236,2432.6472826708746,1.1032960225025146,-115.97111512254283,124.02980153074766,4.004803367447017,1121.1128518222883,1122.606043237657,1122.5341371457223,0.4293485000199561,1122.083984184133,1.0469295246103743,-176.48323870440618,63.62241979378926,-56.46361100113406,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,ABC,2,80.0,0.01,1.0,R2,0.614659692977635,0.17689054437447302,True
2431.7105730104627,2432.3525518597776,2432.6840856938784,0.223457455565095,2432.2490503920326,0.4579007799770632,-115.96593572002475,124.05169871099045,4.045576794811044,1121.1111167714962,1120.9307773392984,1120.9549579037655,0.23491838332200016,1120.9988957219232,0.27276051296008574,-176.45929346922745,63.572870961583725,-56.417282895681936,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,AG,3,100.0,0.01,1.0,R2,0.8962179397522394,0.24982440273720793,True
2433.199338770963,2433.2518825183015,2432.6840862131858,5.252871976441871e-07,2433.0450890161947,0.3622760128528757,-115.94598960492122,124.03928683091428,4.045576774592141,1121.1083446789664,1121.8789527825536,1120.9549585792356,1.271662275931245e-07,1121.314012426469,0.5718323837791764,-176.36727223148898,63.600940010272545,-56.417282915228114,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,BC,3,100.0,0.01,1.0,R2,0.7015738944446591,0.19990380145769357,True
2431.7111948444817,2433.4555871952193,2432.6840856805725,0.649372230188018,2432.616946811962,0.3632739988982105,-115.96592738357366,124.03647693712765,4.045576835219404,1121.111115034662,1122.0937439278289,1120.9549563018277,0.6826778496561263,1121.3864761435764,0.2779050227208533,-176.45925503196924,63.60729082839125,-56.41728285008526,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,BCG,3,100.0,0.01,1.0,R2,0.6945091482012519,0.19805022122564264,True
2431.7084015171945,2433.0175721117625,2432.675175999009,5.691153899846365e-07,2432.466986721779,0.783934891037439,-115.96596482707695,124.04251956500745,4.011575187458238,1121.1111228990026,1121.6319019113414,1122.2708169231416,2.545785336824407e-07,1121.6711803044332,0.6707244420008728,-176.45942774278618,63.59363184851536,-56.45591726972227,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,ABC,3,100.0,0.01,1.0,R2,0.6587725020541433,0.18862803343788678,True
2431.7083990404885,2433.4672630411696,2432.676944920588,0.27305546467952735,2432.6175127049487,0.7446634586976116,-115.96596486715185,124.03631589771298,4.018593256735398,1121.1111229373685,1122.1060553412171,1121.9991774552789,0.28706045003448294,1121.7386386095131,0.6674223945224379,-176.45942785650038,63.60765475750889,-56.447950427275686,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,ABC,3,100.0,0.01,1.0,R2,0.6587725020541433,0.18862803343788678,True
2431.9230705197156,2432.353372311734,2432.6849066877708,0.14227603821957605,2432.320436188414,0.37873560870946954,-115.96309030415007,124.0517063833952,4.045584460515937,1121.1108151993303,1120.9310459487758,1120.9552272788335,0.1495729453632906,1120.9990048568413,0.19791090568003802,-176.4462039320219,63.572875501804326,-56.41727835619534,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,AG,3,110.0,0.01,1.0,R2,0.9347000591891164,0.2594385845902626,True
2432.993982956911,2433.0480649850897,2432.684906292506,1.9383246137339496e-07,2432.908979485525,0.2262385946587501,-115.94874254626563,124.04211784225764,4.045584471083297,1121.1088251364627,1121.6634563319305,1120.9552276798138,9.065652149194702e-08,1121.2424617729662,0.4302262780801728,-176.38001049058278,63.594562070476144,-56.4172783683459,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,BC,3,110.0,0.01,1.0,R2,0.7254457924233643,0.20614506300772223,True
2431.9259474872138,2433.196908489644,2432.684906677847,0.46707538431606016,2432.6025828273237,0.27827480177122005,-115.96305174020878,124.04006422806962,4.045584489337342,1121.1108078667423,1121.8203932230454,1120.955226133466,0.491030672970625,1121.2954160766606,0.18572892420892947,-176.44602609493475,63.599204651098276,-56.4172783236626,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,BCG,3,110.0,0.01,1.0,R2,0.7182256957455513,0.2042609574179935,True
2431.923038019629,2432.887904802681,2432.6783618681607,2.500484773108276e-07,2432.4963996086867,0.5859919480792184,-115.96309074935088,124.04432790696927,4.020938824551788,1121.1108152804145,1121.4945923295184,1121.9089622809922,1.4520529230505043e-07,1121.5047426040176,0.4609264469754353,-176.4462060364955,63.58956496634184,-56.445291091090084,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,ABC,3,110.0,0.01,1.0,R2,0.6807026664766133,0.1944191743576085,True
2431.923035253059,2433.2079440495922,2432.6796533850334,0.19440616370010055,2432.603530864167,0.5525318437721362,-115.96309077697087,124.03991198187828,4.025938589715016,1121.1108152923814,1121.8320289714925,1121.715459808339,0.20437676856340636,1121.5526983502425,0.46307852324882776,-176.44620611232418,63.599548803694816,-56.43961209911563,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,ABC,3,110.0,0.01,1.0,R2,0.6807026664766133,0.1944191743576085,True
2432.1671524213216,2432.354055567394,2432.685590822379,0.0489316377842857,2432.402258045589,0.2890954078629819,-115.95981887690687,124.0517155545183,4.0455935998825,1121.1105016828371,1120.931315720934,1120.955497924227,0.05144182755413446,1120.9990993064034,0.12909669664778306,-176.43115419017425,63.57287996297531,-56.41727389530136,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,AG,3,120.0,0.01,1.0,R2,0.9735936105639204,0.2690724653786921,True
2432.7486273417007,2432.8045456379223,2432.685589995056,3.3278927682740875e-07,2432.7462538395907,0.06872013970018942,-115.9520284503173,124.04549690038172,4.045593619291752,1121.10942019345,1121.4062550397348,1120.955497984877,4.380276250795133e-08,1121.157042129313,0.2645769009779419,-176.39521298481702,63.5869466153073,-56.41727389732368,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,BC,3,120.0,0.01,1.0,R2,0.7492645137689684,0.21233876590361508,True
2432.1766642713637,2432.8983712508675,2432.6855908145444,0.2555862252498556,2432.5868735921235,0.18808415004037143,-115.95969140538273,124.04420204531094,4.045593615418051,1121.1104804531462,1121.5051772099825,1120.955497304744,0.2686953246447241,1121.190372738391,0.09393812673811638,-176.43056623819862,63.589874721942195,-56.41727387781329,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,BCG,3,120.0,0.01,1.0,R2,0.7418986358318542,0.21042695353897872,True
2432.1715797046,2432.7436605569196,2432.6818238779874,2.6635724591481906e-07,2432.532341207198,0.3625245143703592,-115.95975954763206,124.04633721109485,4.03162039452876,1121.1104917792054,1121.3420634056374,1121.496200132813,5.942136745578273e-08,1121.3162405684948,0.22417595498113024,-176.43088051829702,63.585046215232005,-56.433162005137824,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,ABC,3,120.0,0.01,1.0,R2,0.7025905887190211,0.20017030633679647,True
2432.1715792750806,2432.9089049224012,2432.6825114873504,0.100464004752829,2432.5876591370634,0.338596958575689,-115.95975955095587,124.0440566814118,4.0342079624941745,1121.1104917851653,1121.5162831962084,1121.3960655620665,0.10561716574261008,1121.3409304863417,0.23345678651251067,-176.43088055464057,63.59020342193984,-56.43022097601046,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,76210.2355330306,76210.2355330306,76210.2355330306,0.0,0.0,1,ABC,3,120.0,0.01,1.0,R2,0.7025905887190211,0.20017030633679647,True
81.58028152049397,79.00681674256117,80.4196035977204,7.134188107204667e-15,80.12072133249569,1.480285333899662e-15,-33.19941356527331,-153.3460699115342,86.79163694188635,79.78704093648209,81.8974563186162,80.89443987942204,7.144698674837806e-15,80.16102245858293,1.4757796487073334e-15,-33.78287077556671,-153.89749319098487,87.46207647823537,75751.72016412827,76044.91205541287,75063.71386687395,1.3628371166332493e-12,4.794944549822598e-12,75678.51550713951,75244.42505180632,74469.43145120275,2.2872214515218613e-12,0.0,0,NONE,0,-1.0,0.0,0.4793498615479277,NONE,-1.0,-1.0,True
153.83267511425714,153.3528271410114,157.78389430205044,1.3971713091953155e-14,154.58551064278038,9.948824854213337e-15,-35.650125013836835,-155.3338324963194,83.7748215226711,153.6685372533174,155.4720841731714,155.0528664413978,1.4094095050818275e-14,154.21072765419817,9.906314059436359e-15,-35.35741924927003,-155.10692333778263,84.34868916474946,77487.88433933907,77284.67576079686,75657.78227039092,1.5291390943920704e-11,6.936248266530277e-12,73419.57319131074,73358.3266059289,74207.86090393427,4.563040088903974e-13,6.998562791795233e-12,0,NONE,0,-1.0,0.0,0.9516242794258318,NONE,-1.0,-1.0,True
139.39801040155143,140.56902599611368,138.84289479273255,0.0,137.76566771641592,9.446615041812211e-15,-35.17520766213467,-154.5016877249449,84.50942293117014,140.61731645891666,137.55989685316126,137.69712395451924,0.0,140.3466926036886,9.619868667326278e-15,-35.396113612211906,-154.7075871852568,85.81114887995446,75467.98750158309,75211.94292298677,76090.27016068618,1.0368280882053708e-12,6.894885505444554e-12,73872.2611205168,73366.82367728671,73830.91837048517,3.1994100256783548e-12,5.3184846322139124e-12,0,NONE,0,-1.0,0.0,0.8471373635143884,NONE,-1.0,-1.0,True
51.9695179746149,52.99027138936151,52.94946209095218,0.0,53.77055678092065,4.774888812629401e-15,-32.51116346375142,-152.77762726916387,87.07102887194026,53.96509580945828,51.68297703028136,52.80194034755496,0.0,52.98314492370264,4.752979430488024e-15,-32.32045622576105,-152.3009265719272,86.93946348589266,76880.71638142811,75814.14640654823,76008.37181948597,1.4979744460880846e-11,7.249328897368081e-12,74632.7161960879,76311.30706210891,75555.926526599,3.268541308782897e-12,4.838652747303843e-12,0,NONE,0,-1.0,0.0,0.31021808656953365,NONE,-1.0,-1.0,True
176.2695971734289,178.12947414749362,177.64526803046738,2.812426362358027e-14,177.9785630002067,3.017273701106366e-14,-35.58332284998444,-155.84841440223855,84.59596908047764,181.5188091820728,183.27085967891236,182.92362777017706,2.8168668108390354e-14,175.9473552972032,2.9803172440660876e-14,-35.072409650095985,-155.7560928696087,83.4976138105572,75177.46981870639,75676.08106673944,76250.18693874347,1.1493032808125602e-12,4.793892909908757e-12,72528.80052237137,72283.31644826698,72872.58946278197,1.5127006338296893e-11,7.720635107694302e-12,0,NONE,0,-1.0,0.0,1.1088472188637604,NONE,-1.0,-1.0,True
