R1_Ia,R1_Ib,R1_Ic,R1_Ia_ang,R1_Ib_ang,R1_Ic_ang,R1_I0,R1_I1,R1_I2,R2_Ia,R2_Ib,R2_Ic,R2_Ia_ang,R2_Ib_ang,R2_Ic_ang,R2_I0,R2_I1,R2_I2,VA_a,VA_b,VA_c,VA_V0,VA_V2,VB_a,VB_b,VB_c,VB_V0,VB_V2,fault,fault_type,zone,distance_km,Rf,load_factor,correct_relay,t_R1,t_R2,coordinated
6258.132879994567,160.1157127595687,164.47000821074312,-30.842046773555722,-155.8815989008069,84.43785403767563,2027.242611466635,2185.5765094130206,2016.0030458174263,48.837007117081995,48.764414354801964,48.96218419840968,-34.590637572102835,-156.6097127790651,84.55519130914574,3.558984659739382e-15,49.03230440551371,2.378030523948893e-15,60899.998927070024,81477.51045960044,75644.9466582642,14866.882492756848,10152.597974251928,60458.03999174719,82875.8249744367,73281.80173161575,17630.36209579272,11037.379228816282,1,AG,1,1.0,10.0,1.0,R1,0.3319034393850744,-1.0,True
6294.301058660399,196.16544961752456,195.0954635860593,-30.88996213854145,-155.10392430509816,84.24360501118733,2038.6516654259422,2207.493759960228,2023.2559824878883,57.44409282501229,58.41998523356978,57.16591571297978,-35.584716396973015,-156.07121709693445,84.6097319785518,0.0,58.90073424656024,1.1928920037379322e-15,61014.481108340595,81156.7681468991,73488.9705523714,15020.219791930605,10217.763022196074,61044.025458942815,82347.07942352034,73310.81991206088,17695.324803493088,10763.17677371782,1,AG,1,1.0,10.0,1.2,R1,0.3313029528785284,-1.0,True
2942.9087129422633,100.89157437901466,101.739749227312,-14.433234769455883,-155.1167950220333,86.18103309678105,956.695548828913,1055.4896584469693,971.4579790182725,29.55078100385745,29.994973091105898,30.35162477728107,-34.761947467461,-153.2331757437073,86.2130280386163,3.582790383868094e-15,30.00105596285701,4.833442306876897e-15,73063.54215745485,78736.23036496958,74871.04075466875,7158.212830531328,4718.186527718266,71594.73888971677,79274.00198640801,74571.26372820871,8447.650015657042,5097.224517963654,1,AG,1,1.0,25.0,0.6,R1,0.4341473112635779,-1.0,True
3016.700442161316,165.37282703564605,161.74692536122348,-15.607295129941587,-155.22523046268398,85.09580903664322,956.1161367762951,1124.2025402371985,964.1979125133438,49.29914567509259,49.15849430663581,50.02553378586474,-35.42896440303244,-156.3281447046327,85.47574362215916,3.5364529285091057e-15,48.94034020783041,2.4181655492395677e-15,71132.84041539584,77570.08684864244,73499.86296285572,7082.220560251163,4780.199024759659,72076.36311433803,79614.44555337277,73236.96034267636,8170.8068542338115,5154.557897455601,1,AG,1,1.0,25.0,1.0,R1,0.42983267573434547,-1.0,True
3033.4006453930374,193.71092888015315,194.17866063116554,-15.358782434790143,-155.59582502549407,84.13871411887567,961.0743580717739,1129.1799410271792,954.2898053817881,57.96136543951869,58.322190817115946,57.61976575384646,-35.71530794031579,-156.10881096413956,83.96533734815408,0.0,56.694599015463815,1.1688845763530421e-15,71219.64337302497,76720.16460064381,74189.31668865048,7192.414697222944,4745.717089851751,71842.33422997614,80259.88269201198,75272.74496964086,8358.241757199463,5221.491198148207,1,AG,1,1.0,25.0,1.2,R1,0.4288822357316909,-1.0,True
1580.88251347218,99.73552584005101,99.97992766161308,-9.634391943205591,-154.41521719460098,85.84984138822875,500.3018381565722,598.0108743341435,489.45358295901,30.2918577934762,29.859361927649005,30.316560583061314,-34.036693593077885,-154.88660318065783,86.49299822805021,3.5312197357197045e-15,30.012233196674284,4.7431385023538216e-15,74257.72480606835,77723.42388605273,75168.38213150705,3718.3667107595547,2479.732921791327,75430.2239247086,77558.972786388,73940.5481959115,4388.546634586006,2665.682973123734,1,AG,1,1.0,50.0,0.6,R1,0.5790591456600468,-1.0,True
1652.7454449564746,163.58341305812428,162.74496685464064,-9.768271141602938,-154.35087727853636,85.71210670592745,496.6578848904331,645.7102104413586,501.6550625160225,48.47417666421205,49.050430159313244,48.87495632200173,-35.16942945287064,-155.74306796157416,83.8788326947461,3.4790665127107696e-15,48.34133777151578,2.375959625962487e-15,74527.62921899173,78891.53692904385,76143.83735731864,3670.5290008537677,2479.381738404996,74143.97287977242,77604.44038873655,75187.99883516386,4369.0913257732045,2665.475152344172,1,AG,1,1.0,50.0,1.0,R1,0.5656307004009001,-1.0,True
1678.2942962559102,190.62317399612255,192.83734102949168,-9.153520248194319,-155.8643516968693,84.74071568512124,496.76776395798845,675.7363126045349,496.03171424422794,57.748958731810966,57.39662396276914,58.09645404810333,-36.401660162774725,-155.64309895002518,84.56675193404111,0.0,57.68194748026909,1.1896139253445493e-15,74516.05731941806,78116.31091699445,73931.65528152545,3693.747653108606,2421.601795225213,73334.00214585311,78887.18466589467,75720.74055480596,4310.9643313075385,2634.3635980630706,1,AG,1,1.0,50.0,1.2,R1,0.5611376059810582,-1.0,True
7782.282256456157,100.03112661484361,103.01216149067709,-79.39685305790802,-154.25093641075864,86.26138983701561,2608.650166285204,2712.55715435142,2652.651978179713,30.14734923770934,30.41194120061359,30.27731960722958,-33.63698725868003,-154.31533640884945,86.47775743647124,3.6105851445577735e-15,29.88060226721219,4.751867080599901e-15,30748.303536476174,79946.70972242679,80421.45689678575,19701.23124634683,13384.493255891568,79.60500613051805,87019.98560146283,89186.25251511611,37958.112240457645,18873.83795038734,1,AG,1,5.363636363636363,0.01,0.6,R1,0.3105672011210279,-1.0,True
8030.2998531329,163.6957842011342,160.40712671584237,-78.9981213328211,-155.59576921740822,85.24752277176705,2586.567532819506,2746.245045109007,2605.3241367894834,48.48367629067834,49.00867796285895,48.799980451841535,-35.45307234307342,-155.40597599428946,84.77531056171055,3.516883280882755e-15,49.233161873051465,2.4027250076489815e-15,30459.81868343243,80545.75936549512,79543.19616780331,20191.520432438094,13181.045916920406,79.25634166752536,86141.82299362762,86905.78563343511,37621.83894890794,18883.80747043695,1,AG,1,5.363636363636363,0.01,1.0,R1,0.307712980810109,-1.0,True
8083.7850192274955,193.46972270010244,192.92373245963933,-79.56390359494357,-155.5257992861718,84.39381476796837,2645.785104031835,2773.362678815168,2664.549236023239,57.95627340491725,57.00982938967605,57.80821041491913,-35.84487366214465,-156.42573896142576,84.11903012823687,0.0,58.620486043620815,1.1990165895414325e-15,30266.36537222683,80391.10304839349,77396.84901850657,19559.97640059656,13153.778957305867,78.64812344556934,87415.92021561589,89566.10938760817,37647.6897315073,18893.588197849534,1,AG,1,5.363636363636363,0.01,1.2,R1,0.3071155154778619,-1.0,True
7868.331723293797,102.19818680372853,99.34832550488666,-73.82246280127484,-153.06050084232768,85.20297015817609,2557.8218668489885,2657.043789702251,2577.526034920491,30.418517527704207,30.24624545189607,29.637763534340433,-33.71344506628362,-154.2599197114119,86.66607334073659,3.5304172905470592e-15,29.98124064863438,4.8203711608607195e-15,32910.52548631978,80857.33512750361,77337.67060945927,19452.316194303494,12765.397313836987,7791.33178432822,86668.99047469419,86487.41695547751,36947.305634397184,18390.001378715515,1,AG,1,5.363636363636363,1.0,0.6,R1,0.30956095269618056,-1.0,True
7956.574230264921,163.35244751654835,161.9581384154004,-72.95236224402018,-155.54670976938442,84.6896702783859,2597.982143050584,2702.574722703332,2603.2217664197447,48.62680799774355,48.68635995106234,49.55376333149643,-35.846676584855636,-156.53277372406419,85.47908493890652,3.643284001690255e-15,48.68947363006134,2.340677244116028e-15,32559.935209855143,80266.23040981717,78514.22154704317,19132.795403328375,12973.567246975585,7813.813856761098,86606.85584041612,86705.14986126633,38012.32442066697,18660.977043863284,1,AG,1,5.363636363636363,1.0,1.0,R1,0.30854683832161695,-1.0,True
7898.23443893406,192.55129985967326,194.01148731024784,-74.42175596277067,-155.89369621669331,83.82887645708664,2638.8919715408197,2739.870844584296,2634.229767266688,57.20904852754548,58.187250271430194,58.03230049790948,-36.410415192114236,-155.8871935108634,84.63036785023395,0.0,56.8687766264711,1.1840299072872845e-15,32366.5999413292,80221.05731985635,78599.44262525326,19018.20285087588,12690.410040427198,7810.514935071967,87461.17025624256,83894.79477301738,37540.0822514726,18679.682257660977,1,AG,1,5.363636363636363,1.0,1.2,R1,0.3092153097508527,-1.0,True
6649.791294510059,99.25332387585694,101.4183991132623,-54.437275058572595,-152.77984912639226,86.2389440316282,2209.726568862998,2291.5723280481025,2219.1712854250177,30.36193768261309,30.551015771254228,30.016028192696236,-34.18885400420601,-154.21070185319005,86.42425059285546,3.605946632500573e-15,30.03488122029994,4.774061534504803e-15,46885.25602828914,80773.97688546368,77195.02763728364,16067.117381691096,10867.573356484416,32759.54980512715,87312.15951408137,78884.73828542401,31354.175729060567,15794.362697920178,1,AG,1,5.363636363636363,5.0,0.6,R1,0.3256819444447462,-1.0,True
6832.528002251785,162.5593192554727,161.27886652955962,-54.48469275363456,-154.80179674787894,84.18563703334299,2181.1489706487832,2368.5051928476287,2196.3160401742703,49.20413977363429,48.88092845867813,49.23062656562827,-35.84392261561974,-155.33242588399358,84.568271434219,3.5095165556205595e-15,48.12325320168278,2.4032759791211528e-15,46574.43142409891,80145.2065087656,76393.47540697183,16622.662842574275,10708.238042401932,32523.728673661495,88561.30499694418,80816.16100704516,31733.186747545507,15947.626986076597,1,AG,1,5.363636363636363,5.0,1.0,R1,0.32297588188670545,-1.0,True
6708.873358609954,190.6663713555638,193.6886150514889,-54.36191288492524,-155.70152215874992,83.93027293635382,2207.3149552669756,2388.165864787144,2218.3126337395393,58.31436971842168,56.91047929345442,56.547545846278574,-35.47501886935609,-155.38202902155092,83.51379692206147,0.0,57.9048245205674,1.1952612319318539e-15,47578.62918478409,81391.03880485601,76182.77989160041,16290.441498555278,10959.419911528412,32919.07626509603,88478.90745385426,81284.17942080394,32208.660089547444,16005.983124490722,1,AG,1,5.363636363636363,5.0,1.2,R1,0.32479416661297716,-1.0,True
5138.578038020347,101.4377215376196,101.2210841639038,-38.752143306493984,-153.34631763421245,86.3465353036965,1707.9291802723137,1807.0209813116876,1701.1608238941938,29.635153822000667,30.19855993289542,30.005507042588913,-34.611070746554034,-153.13024195808364,86.89334740270883,3.601002894992277e-15,30.250335053449437,4.859181736281004e-15,59243.425094344406,80460.66436615946,74390.44427798569,12710.411933392,8445.198120244633,50198.94480153795,87657.11782378794,75204.233350328,24810.4912260298,12298.5089655164,1,AG,1,5.363636363636363,10.0,0.6,R1,0.3537918281424867,-1.0,True
5249.3713893927425,163.36408730885037,163.03071472749897,-39.0574525510568,-155.86759715729377,84.59809050259706,1682.7338801611336,1834.7929758100863,1704.0502722107465,49.07887994974639,48.014121625491036,48.82762247277179,-34.82853286564946,-154.79677168915129,85.1865348628432,3.554096153624949e-15,48.474477667511266,2.3610408903889566e-15,59440.416382224605,80602.37617761476,76181.11428564994,12799.41132813423,8428.941253796385,50228.6714308428,87422.15579691844,75427.73861200541,24323.13023651912,12119.066300671298,1,AG,1,5.363636363636363,10.0,1.0,R1,0.3512889797491846,-1.0,True
5292.0522466804405,191.8533606168689,191.61404855969505,-38.803433056030364,-156.17688785824663,84.14616062630728,1700.0149587859635,1866.4435424513563,1687.2242232399947,58.67925384061381,57.17530096096214,56.62310288759079,-36.9068141448031,-155.96133659489354,84.0395670708345,0.0,58.54991420761964,1.1525851747613214e-15,59470.821757114194,81551.62344538445,74364.6391958551,12612.068147331285,8376.556644703467,50406.61536561758,87415.88035964382,76338.62716860749,24820.197651472557,12148.559412318826,1,AG,1,5.363636363636363,10.0,1.2,R1,0.35034784911599115,-1.0,True
2847.7160542155916,100.6135442590016,102.34158542573351,-20.086271543225823,-153.90562135471114,86.2115869685874,927.5672563104998,1005.1881717254142,892.6314542873655,30.465707582577867,30.06415174971983,30.025554738020112,-33.516849587787966,-153.9556074738485,86.16813768952187,3.5532105336907196e-15,30.274887003410296,4.814801680533311e-15,69586.47464901519,78963.30047277347,74220.74372167063,6616.317713876532,4472.813375586084,67480.85025374766,82098.93180372896,73946.90416152959,12750.182050935018,6437.275905607969,1,AG,1,5.363636363636363,25.0,0.6,R1,0.4400081546537732,-1.0,True
2837.4218790743535,162.88274883091222,163.41310034608196,-20.919949002272848,-154.96424221987144,84.70511762556794,881.981287741094,1036.0257138352126,898.8789403157901,48.77957442911489,48.83704043617713,48.87392009623834,-35.213603638844326,-154.85255875367528,84.1180639909418,3.511076883707858e-15,48.3531002528006,2.393803956445206e-15,71844.39175229588,78102.09340783034,73081.63938272012,6598.749844225442,4438.145573659152,67048.18232213688,82334.64494139217,73365.74102701603,12883.350963445822,6531.403931531935,1,AG,1,5.363636363636363,25.0,1.0,R1,0.44066309992589275,-1.0,True
2862.932282149094,191.16235210450583,193.7485100459376,-21.3785042644004,-155.78104571552197,84.07538502368129,897.6641967067521,1102.5333659140642,893.3961087086099,59.03936702934854,57.71712878029964,57.10881277849409,-35.94093177768443,-156.51401416834128,83.64823050791139,0.0,58.168925862458266,1.1768699472694968e-15,71661.63729785064,79348.39210696917,76033.44072092396,6748.681562753073,4536.4467923852535,66156.11291561126,82409.44852890889,72701.607099527,12939.04825776097,6426.642964507829,1,AG,1,5.363636363636363,25.0,1.2,R1,0.4390478243757208,-1.0,True
1542.0369775326092,102.4708116104191,100.40706186126027,-11.652828022622918,-154.08728493269626,86.06670637624438,484.0012813789667,580.1292318586828,489.61192639803227,30.670402275763443,30.26675135531455,30.351214589960094,-34.54658252232681,-154.01508863894188,86.49899446470776,3.583479065071669e-15,30.237178370545376,4.836924512133438e-15,74682.8705475427,78308.85444259329,75597.66187291013,3601.1725175594415,2417.443298831645,70468.33520263513,79964.69697748566,71426.5372921687,6837.547618391407,3495.395497888378,1,AG,1,5.363636363636363,50.0,0.6,R1,0.5868509090896394,-1.0,True
1608.7776224066788,161.064388382655,161.7982348316844,-12.141908734823419,-155.56839862438585,85.79507659760208,483.9628707656292,638.034833505161,491.79738430898146,48.95165606018898,48.39757813128833,48.83395692994355,-35.344188926694464,-156.00875438470024,84.54570040573017,3.526345718754078e-15,49.33949637101376,2.387733935551401e-15,74107.97330261361,77297.8931402329,75547.73261974014,3636.3193878143124,2385.265118197936,71839.67521987493,80539.67543528305,73825.4775329627,6858.880664034931,3495.1186586856397,1,AG,1,5.363636363636363,50.0,1.0,R1,0.5737015491499127,-1.0,True
1635.4758699827637,189.87351422818853,193.26761611302908,-12.9325507304624,-155.78869834232881,84.34009917369886,477.17589080173104,665.307280946231,482.50756692704175,57.56825310993094,58.35113028112627,58.70325916251381,-35.07870654088166,-155.31848763242894,83.96924134100306,0.0,58.29112344908676,1.1856729281269847e-15,74415.3233632662,78017.47741959704,75334.85727072471,3587.670921869925,2399.3655879272205,73056.01681242792,79662.07582806943,74383.34914831984,7004.077315212001,3466.6321507030348,1,AG,1,5.363636363636363,50.0,1.2,R1,0.5687482150095923,-1.0,True
6130.465576611588,100.9587936475176,99.335814863974,-77.23362733618637,-154.22152263961257,85.20130206067299,1983.2183524427246,2055.712805844517,2005.2083671787184,30.0906988572667,30.071695253707556,30.360313381192412,-33.80121258713767,-153.8131263324119,86.23376396093032,3.574603179430448e-15,29.537288980338058,4.77695427483461e-15,40696.698088411795,79251.42403361906,78393.85088977216,15122.415778204093,10095.78846585917,60.24680012737268,88418.89175163087,90235.0990777416,39918.93688023634,18036.023971819326,1,AG,1,9.727272727272727,0.01,0.6,R1,0.33406850934233306,-1.0,True
6192.586052872723,162.04973007620762,164.27158999497618,-77.23751515579337,-155.80377946716487,85.16056350550906,2018.1631353027917,2127.8772322380546,1988.8845263517183,48.46755484572361,48.624749717468,49.15286145876533,-35.804196142300114,-155.1076274342895,84.05273867696138,3.5454637062870076e-15,48.941204203387734,2.445270783746211e-15,41030.732248372995,80389.02831478101,78514.95570445273,15027.477774985366,9989.10260281339,60.392273343231146,88726.96025986441,91105.15591161251,39947.60892550386,18240.48809709556,1,AG,1,9.727272727272727,0.01,1.0,R1,0.3330060461961873,-1.0,True
6116.0455762404445,192.70893703127322,190.75810467160736,-77.17693098219041,-155.25332858971868,83.98543034190752,2000.2168191796172,2126.007444046141,1999.567331068951,56.926143095580976,57.3194579017357,57.978725455626794,-35.316384969311144,-154.5712861375671,83.7308158892827,0.0,57.98854011969628,1.1824467609885598e-15,41783.72267342233,79271.9083365296,78484.0304936306,14904.831119701776,9837.801161997731,59.19677903963199,89444.0267336842,89550.95208188877,39891.57921109507,18037.809252504965,1,AG,1,9.727272727272727,0.01,1.2,R1,0.3343176243639531,-1.0,True
6029.043317107819,100.75916825234215,99.9179168602663,-73.07129070625093,-153.18155751624334,86.27612805992715,1987.3214498327197,2071.268613813262,1990.4003539757134,30.35862283344287,30.353869891473995,30.330127563136802,-34.51981910500755,-153.62078868930428,85.35094274670269,3.524483835266599e-15,30.566657642712503,4.834710743148827e-15,43487.71558152486,79230.94762297325,77124.17600803946,14661.743612237839,9808.05098918128,5909.138503166359,90823.7608539829,87987.74589607617,39548.58628260529,17537.147694135034,1,AG,1,9.727272727272727,1.0,0.6,R1,0.3358410098942955,-1.0,True
6059.1844953406435,162.96373247750734,161.73678100581952,-73.45219212219837,-155.41847143185714,84.53853887673188,2003.0210095950551,2095.2757172422644,1963.3579501620559,47.86220661231787,48.450443533837756,48.758989764090416,-35.669309896687736,-154.63552976191056,84.59114755370247,3.5984884138897486e-15,48.917765962375775,2.3877963761575947e-15,42812.31046132046,79449.80018409801,79364.25621402303,14356.165797329479,9601.941376648072,5872.4032505045725,89818.69857076097,88916.18108907243,39596.29298046184,17644.197245149837,1,AG,1,9.727272727272727,1.0,1.0,R1,0.33530924856925187,-1.0,True
6118.63552256714,194.81159322395527,193.18002745486075,-72.69534292369137,-155.8395689364659,83.74336691842659,1981.8923508998794,2125.135310432259,1968.1845817859157,58.6996026553915,56.42976619736444,57.02743996648485,-36.56942678136903,-156.15752189196627,83.89680434693513,0.0,57.277645676834354,1.1740434795782598e-15,43903.37513051307,80878.21022104927,77701.9373350247,14643.644731337083,9685.454280521284,5791.809558204955,89700.686698581,87425.6012699101,39376.41055795704,17428.823310048218,1,AG,1,9.727272727272727,1.0,1.2,R1,0.33427281156510585,-1.0,True
5303.108837093924,100.72724804109798,100.94608765310855,-58.253289270209315,-154.63139475981268,86.45619259733351,1736.811193796835,1854.164934939689,1750.6352077678469,29.758026746495954,30.07792129771918,30.2835710731059,-33.66466757749672,-154.04164421645626,86.7947391775665,3.5885076517767286e-15,30.095887580283296,4.830391043502432e-15,51346.350301131424,81399.87997652114,75743.26307498397,12952.998100367671,8845.516373119994,25984.39290195324,90278.27361207735,81998.73626184015,35205.28279985604,15740.220203701136,1,AG,1,9.727272727272727,5.0,0.6,R1,0.3501060766502931,-1.0,True
5367.05344150131,161.85997918636912,161.79785184209697,-58.664908719919474,-154.1855671199615,84.82237197699321,1766.3470399318587,1891.981645410869,1747.5657025696194,48.53876063113378,47.59124348246431,48.21392438378517,-36.231692898589614,-156.45127544757526,84.07593695425153,3.599785560459936e-15,48.86587627172653,2.4177123489079072e-15,50579.276108502,80459.48608679813,75994.10177300037,13142.636334832296,8779.604907338224,26110.881110883995,92000.15691674913,82865.8921728365,34865.297951124645,15579.446820536496,1,AG,1,9.727272727272727,5.0,1.0,R1,0.34872386535659006,-1.0,True
5366.253775491659,192.99192213807694,193.45567488949473,-58.52010157616645,-155.96259889751892,84.30937694988728,1761.6448877727,1959.8087175963599,1773.1791266058935,57.2683129023136,58.821448444671844,57.5403784965081,-35.45345516195463,-155.94189825515633,83.81803374258966,0.0,57.748289476868926,1.1657710857649592e-15,50859.505354091074,81045.65970088629,76073.8433941042,13113.614343875317,8652.863747888672,26097.267395983843,92196.81486005294,82367.60181979669,35667.84500135033,15680.371934104423,1,AG,1,9.727272727272727,5.0,1.2,R1,0.3487409838752219,-1.0,True
4468.455291606295,100.67573846543758,101.37813794912469,-44.82871725106881,-153.99592968650998,85.97110029261637,1429.7561758469294,1550.8980665329768,1451.1858940796608,30.352423879302908,30.637082368677916,30.610644240814594,-34.15862261265859,-153.78462410851697,85.71704938763686,3.5535434263108296e-15,29.992364297889257,4.872100089135632e-15,59221.88208346809,79406.95381200234,76608.15424547208,10532.915334945063,7033.177647051151,43598.550629599755,90626.99976139612,77464.9778493693,28487.475237555183,12972.424474244839,1,AG,1,9.727272727272727,10.0,0.6,R1,0.37108249290553635,-1.0,True
4576.106803171002,164.30177153796814,163.23521834904864,-44.72613258879233,-155.52366998453425,83.6090174968005,1445.5252221431456,1616.3005813122088,1419.0930899537127,48.56424920271166,48.32174336757083,48.41566301649683,-35.299642745188464,-156.3685846360937,84.98075166057912,3.579495990988366e-15,48.76484201872151,2.327695557558591e-15,58419.31425433319,80561.61146041658,73601.4633660657,10729.200671288467,7093.047346730485,43602.32744351594,89960.76636226416,77583.59549752096,29033.66199580722,13213.697516754068,1,AG,1,9.727272727272727,10.0,1.0,R1,0.3680218261131492,-1.0,True
4506.881066290022,193.55022572345152,189.96155774911966,-43.87834756367063,-156.35614599221765,83.74373134977422,1441.489764360795,1607.0824094226732,1445.1089657897874,58.407190711423915,58.01699031451316,56.92839723791131,-36.037796215346674,-155.60487711669214,83.0851140488352,0.0,58.354594188453056,1.1874364654123483e-15,59250.366919494976,81060.2569665317,76059.24658786475,10837.449470314174,7372.315187023396,43161.83636301272,89849.57190934167,77602.01884937592,28997.14976287566,12907.095515081548,1,AG,1,9.727272727272727,10.0,1.2,R1,0.36997594247406423,-1.0,True
2598.2263551090987,102.90095206540683,100.90649408309515,-25.057391155699882,-153.51318511659437,85.9742771564853,839.9109090459523,946.6393883767051,831.1621036921066,30.279728035589706,30.750530811823186,30.31398998857328,-34.159256319625754,-154.22470290794817,85.82367974559341,3.5436911119984493e-15,30.059331863503346,4.8383588839447504e-15,68814.6593286967,78981.1931338069,74899.79367487004,6311.577598205257,4144.674661791792,63992.09109930555,86492.91528101511,73838.90688504366,16605.37965501806,7640.692386654949,1,AG,1,9.727272727272727,25.0,0.6,R1,0.4571972154822712,-1.0,True
